SEQ,FECHA_CREACION,PREFIJO,CARRIER,AWB,ORIGEN,DESTINO,CODIGO_AGENTE,NOMBRE_AGENTE,PIEZAS,CWEIGHT,GROSSW,VOLUMEN,RATE,FLETE,SUBTOTAL,TAX,TOTAL,CODIGO_CLIENTE,CURRENCY,PRICE_CLASS,SHC_LIST,CHARGE_CODE,CREATE_OPER
19905310,2026-02-03,480,A7,00300495,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2403,2403,8.428,2.25,0,0,0,,~019905310S,CLP,,COL PES,PP,System
19901744,2026-02-03,480,ET,00241496,NLU,BOG,86102310092,KUEHNE + NAGEL FORWARDING,18,6623,6622.7,33.81,0.6,3775.11,3775.11,166.9,,,USD,,HEA,PP,JVALDOS
19900548,2026-02-03,480,ET,00202436,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,28,5886,3463.6,35.315,0.7,3914.19,3914.19,173.05,,86114130001,USD,,,PP,JVALDOS
19881985,2026-02-02,HWB,A7,SZX848009,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,38,578,578,0,0,0,1,0,,~019881905S,USD,,,PP,OSANCHEZ
19881905,2026-02-02,HWB,A7,SZX848002,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,36,409.5,409.5,0,0,0,1,0,,~019881905S,USD,,,PP,OSANCHEZ
19881860,2026-02-02,HWB,A7,SZX846533,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,12,56,56,0,0,0,0,0,,~019881860S,USD,,,PP,OSANCHEZ
19881098,2026-02-02,480,A7,00202764,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,86,1803.5,1043.5,10.821,2,3427.6,3427.6,152,,86199080015,USD,,,PP,YMEDINA
19876750,2026-02-02,480,A7,00147066,CGO,SCL,0000009CGO,AWESOME CARGO,91,2213,2213,10.92,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876718,2026-02-02,480,A7,00147055,CGO,SCL,0000009CGO,AWESOME CARGO,95,2368,2368,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876685,2026-02-02,480,A7,00147044,CGO,SCL,0000009CGO,AWESOME CARGO,106,2210,2210,11.483,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876607,2026-02-02,480,A7,00147033,CGO,SCL,0000009CGO,AWESOME CARGO,99,2329,2329,11.499,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876579,2026-02-02,480,A7,00147022,CGO,SCL,0000009CGO,AWESOME CARGO,95,2280,2280,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876490,2026-02-02,480,A7,00147011,CGO,SCL,0000009CGO,AWESOME CARGO,44,625,625,3.657,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876451,2026-02-02,480,A7,00147000,CGO,SCL,0000009CGO,AWESOME CARGO,68,1474,1474,7.783,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876419,2026-02-02,480,A7,00073080,CGO,SCL,0000009CGO,AWESOME CARGO,104,2406,2406,11.928,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876401,2026-02-02,480,A7,00073076,CGO,SCL,0000009CGO,AWESOME CARGO,68,1645,1645,8.16,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19876378,2026-02-02,480,A7,00145261,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1838,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876366,2026-02-02,480,A7,00145250,CGO,SCL,0000009CGO,AWESOME CARGO,81,2000,1703,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876357,2026-02-02,480,A7,00145246,CGO,SCL,0000009CGO,AWESOME CARGO,97,2000,1939,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876324,2026-02-02,480,A7,00145235,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1805,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876307,2026-02-02,480,A7,00145224,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1847,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876292,2026-02-02,480,A7,00145213,CGO,SCL,0000009CGO,AWESOME CARGO,94,2000,1731,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876268,2026-02-02,480,A7,00145202,CGO,SCL,0000009CGO,AWESOME CARGO,88,2000,1750,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876044,2026-02-02,480,A7,00145191,CGO,SCL,0000009CGO,AWESOME CARGO,92,1990,1614,11.939,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875929,2026-02-02,480,A7,00121601,HGH,VCP,0000009CGO,AWESOME CARGO,15,245,245,0.956,1,0.95,0.95,0,,~019875929S,USD,,HEA,PP,HGHOP
19876025,2026-02-02,480,A7,00145180,CGO,SCL,0000009CGO,AWESOME CARGO,94,2000,1783,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19876009,2026-02-02,480,A7,00145176,CGO,SCL,0000009CGO,AWESOME CARGO,93,2000,1745,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875983,2026-02-02,480,A7,00145165,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1753,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875913,2026-02-02,480,A7,00145154,CGO,SCL,0000009CGO,AWESOME CARGO,18,360,336,2.16,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875866,2026-02-02,480,A7,00102060,HGH,VCP,0000009CGO,AWESOME CARGO,16,2027.5,1900,12.165,1,0.95,0.95,0,,~019875866S,USD,,HEA,PP,HGHOP
19875796,2026-02-02,480,A7,00102023,HGH,VCP,0000009CGO,AWESOME CARGO,1,2112,2112,1.02,1,0.95,0.95,0,,~019875796S,USD,,HEA,PP,HGHOP
19875715,2026-02-02,480,A7,00102034,HGH,VCP,0000009CGO,AWESOME CARGO,4,902.5,183,5.414,1,0.95,0.95,0,,~019875715S,USD,,HEA,PP,HGHOP
19875563,2026-02-02,480,A7,00145143,CGO,SCL,0000009CGO,AWESOME CARGO,108,2001,1380,12.006,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875644,2026-02-02,480,A7,00121590,HGH,VCP,0000009CGO,AWESOME CARGO,3,529,529,2.94,1,0.95,0.95,0,,~019875644S,USD,,HEA,PP,HGHOP
19875628,2026-02-02,480,A7,00145692,HGH,VCP,0000009CGO,AWESOME CARGO,84,1680,1331,10.08,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19875616,2026-02-02,480,A7,00145681,HGH,VCP,0000009CGO,AWESOME CARGO,101,2000,1772,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19875598,2026-02-02,480,A7,00145670,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1667,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19875577,2026-02-02,480,A7,00145666,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1789,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19875562,2026-02-02,480,A7,00145655,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1701,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19875548,2026-02-02,480,A7,00145040,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1661,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19875516,2026-02-02,480,A7,00145132,CGO,SCL,0000009CGO,AWESOME CARGO,92,1987,1640,11.92,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875528,2026-02-02,480,A7,00145036,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1648,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19875503,2026-02-02,480,A7,00121520,HGH,VCP,0000009CGO,AWESOME CARGO,59,1126,1126,5.921,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19875501,2026-02-02,480,A7,00145121,CGO,SCL,0000009CGO,AWESOME CARGO,95,2000,1784,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875491,2026-02-02,480,A7,00121516,HGH,VCP,0000009CGO,AWESOME CARGO,48,1138,1138,5.76,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19875487,2026-02-02,480,A7,00145110,CGO,SCL,0000009CGO,AWESOME CARGO,90,2000,1879,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875477,2026-02-02,480,A7,00121505,HGH,VCP,0000009CGO,AWESOME CARGO,48,1139,1139,5.76,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19875462,2026-02-02,480,A7,00145106,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1827,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875443,2026-02-02,480,A7,00121494,HGH,VCP,0000009CGO,AWESOME CARGO,49,1132,1132,5.88,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19875431,2026-02-02,480,A7,00145084,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1714,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19875420,2026-02-02,480,A7,00121763,HGH,VCP,0000009CGO,AWESOME CARGO,50,1171,1171,6,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19875358,2026-02-02,480,A7,00121752,HGH,VCP,0000009CGO,AWESOME CARGO,61,1140,1140,5.954,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19875256,2026-02-02,480,A7,00121741,HGH,VCP,0000009CGO,AWESOME CARGO,58,1149,1149,5.968,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19875092,2026-02-02,480,A7,00121730,HGH,VCP,0000009CGO,AWESOME CARGO,59,1090,1090,5.968,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19874434,2026-02-02,480,A7,00148013,HGH,NLU,0000009CGO,AWESOME CARGO,91,2000,1824,12,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19874363,2026-02-02,480,A7,00148002,HGH,NLU,0000009CGO,AWESOME CARGO,92,2000,1852,12,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19874327,2026-02-02,480,A7,00145795,HGH,NLU,0000009CGO,AWESOME CARGO,100,1814,1814,10.8,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874304,2026-02-02,480,A7,00145515,HGH,NLU,0000009CGO,AWESOME CARGO,100,1580,1580,9.4,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874283,2026-02-02,480,A7,00145504,HGH,NLU,0000009CGO,AWESOME CARGO,101,1924,1924,11.514,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874272,2026-02-02,480,A7,00145493,HGH,NLU,0000009CGO,AWESOME CARGO,100,1657,1657,9.8,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874250,2026-02-02,480,A7,00144896,HGH,NLU,0000009CGO,AWESOME CARGO,100,1720,1720,10.2,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874239,2026-02-02,480,A7,00144992,HGH,NLU,0000009CGO,AWESOME CARGO,100,1587,1587,9.4,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874230,2026-02-02,480,A7,00144981,HGH,NLU,0000009CGO,AWESOME CARGO,100,1609,1609,9.6,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874220,2026-02-02,480,A7,00144970,HGH,NLU,0000009CGO,AWESOME CARGO,100,1600,1600,9.6,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19874197,2026-02-02,480,A7,00144966,HGH,NLU,0000009CGO,AWESOME CARGO,100,1460,1460,8.6,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873936,2026-02-02,480,A7,00144955,HGH,NLU,0000009CGO,AWESOME CARGO,100,1597,1597,9.4,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873894,2026-02-02,480,A7,00144944,HGH,NLU,0000009CGO,AWESOME CARGO,100,1563,1563,9,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873883,2026-02-02,480,A7,00144933,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1564,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873872,2026-02-02,480,A7,00144922,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1426,12,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873827,2026-02-02,480,A7,00144911,HGH,NLU,0000009CGO,AWESOME CARGO,100,1516,1516,9,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19873660,2026-02-02,480,A7,00144900,HGH,NLU,0000009CGO,AWESOME CARGO,100,1504,1504,9,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
19871658,2026-02-02,480,A7,00145073,CGO,SCL,0000009CGO,AWESOME CARGO,112,1990.5,1523,11.942,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19866500,2026-02-01,HWB,A7,MEX45006710,NLU,PVG,86199370014,DACHSER DE MEXICO,2,646,646,0,0,0,0,0,,~019866500S,USD,,HEA,PP,DVARGAS
19865889,2026-02-01,HWB,A7,QRO0051815,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,2,269,269,0,0,0,0,0,,~019865889S,USD,,,PP,DVARGAS
19865866,2026-02-01,HWB,A7,MTY0073617,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,4,495,495,0,0,0,0,0,,~019865866S,USD,,,PP,DVARGAS
19865852,2026-02-01,HWB,A7,QRO0051836,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,2,589,589,0,0,0,0,0,,~019865852S,USD,,HEA,PP,DVARGAS
19865808,2026-02-01,HWB,A7,QRO0051811,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,3,703,703,0,0,0,0,0,,~019865808S,USD,,HEA,PP,DVARGAS
19865764,2026-02-01,HWB,A7,S2601567737,NLU,PVG,86100430006,HELLMANN WORLDWIDE LOGISTICS,4,393,393,1.286,0,0,0,0,,~019865764S,USD,,,PP,DVARGAS
19865746,2026-02-01,HWB,A7,MX01541865,NLU,PVG,86100470002,TIBA MEXICO SA DE CV,1,347,347,0.202,0,0,0,0,,~019865746S,USD,,HEA,PP,DVARGAS
19865726,2026-02-01,HWB,A7,S260117885EA,MTY,PVG,86103140001,STANDARD LOGISTICS,4,2960,2960,7.15,0,0,0,0,,~019865726S,MXN,,HEA,PP,DVARGAS
19864874,2026-02-01,480,A7,00116115,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2151,2151,8.428,2.25,0,0,0,,~019864874S,CLP,,COL PES,PP,System
19864873,2026-02-01,480,A7,00116093,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4090,4090,16.856,2.25,8742.37,8742.37,0,,~019864873S,CLP,,COL PES,PP,System
19864872,2026-02-01,480,A7,00300462,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4084,4084,16.856,2.25,8729.55,8729.55,0,,~019864872S,CLP,,COL PES,PP,System
19864865,2026-02-01,480,A7,00116104,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4065,4065,16.856,2.25,8688.94,8688.94,0,,~019864865S,CLP,,COL PES,PP,System
19864839,2026-02-01,480,A7,00300473,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2350,2350,8.428,2.25,5023.12,5023.12,0,,~019864839S,CLP,,COL PES,PP,System
19864819,2026-02-01,480,A7,00116082,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4676,4676,16,2.25,9994.95,9994.95,0,,~019864819S,CLP,,COL PES,PP,System
19864815,2026-02-01,480,A7,00300484,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,5153,5153,16.856,2.25,0,0,0,,~019864815S,CLP,,COL PES,PP,System
19864813,2026-02-01,480,A7,00116126,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4091,4091,16,2.25,8744.51,8744.51,0,,~019864813S,CLP,,COL PES,PP,System
19862765,2026-02-01,480,A7,00202694,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,11,2056,2056,10.21,0,0.66,0.66,0.59,,86199080015,USD,,HEA,PP,YMEDINA
19861171,2026-02-01,480,A7,00300440,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2105,2105,8.428,2.35,4699.41,4699.41,0,,~019861171S,CLP,,COL PES,PP,System
19861135,2026-02-01,480,A7,00300451,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,30,623,623,2.528,2.25,1331.66,1331.66,0,,~019861135S,CLP,,COL PES,PP,System
19861129,2026-02-01,480,A7,00300436,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4049,4049,16.856,2.25,8654.74,8654.74,0,,~019861129S,CLP,,COL PES,PP,System
19861126,2026-02-01,480,A7,00300425,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4121,4121,16.856,2.25,8808.64,8808.64,0,,~019861126S,CLP,,COL PES,PP,System
19859076,2026-01-31,480,A7,00296612,MTY,PVG,86103140001,STANDARD LOGISTICS,4,2960,2960,7.15,1.1,3093.2,3093.2,0,,86103140001,MXN,,HEA,PP,YMEDINA
19849310,2026-01-31,480,A7,00262555,NLU,PVG,86100470002,TIBA MEXICO SA DE CV,1,347,347,0.202,1.25,412.06,412.06,18.48,,86100470002,USD,,HEA,PP,YMEDINA
19845649,2026-01-30,480,A7,00252512,NLU,PVG,86199370014,DACHSER DE MEXICO,2,646,646,1.349,1,613.7,613.7,27.39,,86199370014,USD,,HEA,PP,BENRIQUEZ
19845092,2026-01-30,480,A7,00299622,NLU,PVG,86100430006,HELLMANN WORLDWIDE LOGISTICS,4,393,393,1.286,1.1,410.68,410.68,18.42,,86100430006,USD,,,PP,YMEDINA
19837586,2026-01-30,HWB,A7,I270399,GDL,VCP,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,2,93.5,93.2,0,0,0,1,0,,~019837586S,MXN,,,PP,OSANCHEZ
19821409,2026-01-30,HWB,A7,6007375957,HGH,VCP,0000009CGO,AWESOME CARGO,16,1903,1903,0,0,0,0,0,,~019821409S,USD,,,PP,ABARCENAS
19819754,2026-01-29,HWB,A7,MDF0177297,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,1,25,25,0,0,0,0,0,,~019819754S,USD,,,PP,ABARCENAS
19819603,2026-01-29,480,5Y,00110154,GDL,LAX,99952360001,TRANSPORT ACCION TAC,10,5297,4243,31.782,0.8,4025.72,4025.72,177.98,,99952360001,MXN,,HEA,PP,PTOLEDO
19819512,2026-01-29,HWB,A7,542029995ASM,NLU,VCP,86100330013,C.H. ROBINSON GLOBAL FORWARDING,5,685.5,685.5,0,0,0,0,0,,~019819512S,USD,,,PP,ABARCENAS
19819039,2026-01-29,HWB,A7,SZX847986,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,45,1110.5,1110.5,0,0,0,0,0,,~019819039S,USD,,,PP,ABARCENAS
19819034,2026-01-29,480,A7,00298815,NLU,VCP,86100330013,C.H. ROBINSON GLOBAL FORWARDING,5,685.5,685.5,0.407,2.5,1628.06,1628.06,72.24,,~019819034S,USD,,,PP,YMEDINA
19819070,2026-01-29,480,A7,00282951,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,6,663,662.7,2.373,0,0,0,0,,~019819070S,USD,,,PP,KVIALLI
19818938,2026-01-29,HWB,A7,QRO0051774,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,3,810,665,0,0,0,0,0,,~019818938S,USD,,HEA,PP,SLEDESMA
19818671,2026-01-29,HWB,A7,SZX847985,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,10,101,101,0,0,0,0,0,,~019818671S,USD,,,PP,ABARCENAS
19818531,2026-01-29,480,A7,00202661,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,1,55,25,0.33,9,470.25,470.25,21.05,,86199080015,USD,,,PP,YMEDINA
19818325,2026-01-29,480,5Y,00110165,GDL,LAX,99952360001,TRANSPORT ACCION TAC,2,1116,846,6.695,0.8,848.16,848.16,37.5,,99952360001,MXN,,HEA,PP,PTOLEDO
19817417,2026-01-29,480,A7,00202635,NLU,VCP,86199080015,DSV AIR SEA SA DE CV,55,1933.5,1211.5,11.601,2,3673.65,3673.65,162.77,,86199080015,USD,,,PP,YMEDINA
19815875,2026-01-29,HWB,A7,31144945689,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,3550.5,3550.5,0,0,0,0,0,,~019815875S,USD,,HEA,PP,WBORGES
19815625,2026-01-29,HWB,A7,31144945644,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,79,69,0,0,0,0,0,,~019815625S,USD,,,PP,WBORGES
19815530,2026-01-29,HWB,A7,31144945645,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,1,187.5,166,0,0,0,0,0,,~019815530S,USD,,HEA,PP,WBORGES
19813313,2026-01-29,HWB,A7,31144945607,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,100,91,0,0,0,0,0,,~019813313S,USD,,,PP,WBORGES
19813050,2026-01-29,HWB,A7,1072175101,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,33,10164,7062,0,0,0,0,0,,~019813050S,USD,,HEA,PP,WBORGES
19812303,2026-01-29,HWB,A7,1072198148,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,6,0.8,0,0,0,0,0,,~019812303S,USD,,,PP,WBORGES
19812081,2026-01-29,HWB,A7,1072175216,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,23,7084,4825.5,0,0,0,0,0,,~019812081S,USD,,HEA,PP,WBORGES
19808744,2026-01-29,480,A7,00073065,CGO,SCL,0000009CGO,AWESOME CARGO,135,2211,2211,11.966,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808703,2026-01-29,480,A7,00073054,CGO,SCL,0000009CGO,AWESOME CARGO,108,2360,2360,11.977,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808660,2026-01-29,480,A7,00073043,CGO,SCL,0000009CGO,AWESOME CARGO,100,2387,2387,12,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808638,2026-01-29,480,A7,00118005,CGO,SCL,0000009CGO,AWESOME CARGO,100,2457,2457,12,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808546,2026-01-29,480,A7,00118053,CGO,SCL,0000009CGO,AWESOME CARGO,100,2363,2363,12,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808368,2026-01-29,480,A7,00118031,CGO,SCL,0000009CGO,AWESOME CARGO,33,750,750,3.882,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808170,2026-01-29,480,A7,00118016,CGO,SCL,0000009CGO,AWESOME CARGO,100,2423,2423,12,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19808121,2026-01-29,480,A7,00144885,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1459,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19808110,2026-01-29,480,A7,00144874,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1578,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19808086,2026-01-29,480,A7,00144863,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1590,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19808009,2026-01-29,480,A7,00144056,CGO,SCL,0000009CGO,AWESOME CARGO,86,2000,1913,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807976,2026-01-29,480,A7,00144045,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1779,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807918,2026-01-29,480,A7,00144034,CGO,SCL,0000009CGO,AWESOME CARGO,89,1984,1575,11.904,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807771,2026-01-29,480,A7,00144023,CGO,SCL,0000009CGO,AWESOME CARGO,108,1991,1572,11.946,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807578,2026-01-29,480,A7,00144012,CGO,SCL,0000009CGO,AWESOME CARGO,94,2000,1786,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807437,2026-01-29,480,A7,00144001,CGO,SCL,0000009CGO,AWESOME CARGO,101,1986.5,1572,11.918,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807406,2026-01-29,480,A7,00143990,CGO,SCL,0000009CGO,AWESOME CARGO,82,2000,1671,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807335,2026-01-29,480,A7,00143986,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1772,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807298,2026-01-29,480,A7,00143975,CGO,SCL,0000009CGO,AWESOME CARGO,98,2000,1985,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807285,2026-01-29,480,A7,00143964,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1698,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807273,2026-01-29,480,A7,00143953,CGO,SCL,0000009CGO,AWESOME CARGO,86,2000,1740,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807255,2026-01-29,480,A7,00143942,CGO,SCL,0000009CGO,AWESOME CARGO,87,2000,1805,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807236,2026-01-29,480,A7,00143931,CGO,SCL,0000009CGO,AWESOME CARGO,98,2000,1770,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807202,2026-01-29,480,A7,00143920,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1694,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807137,2026-01-29,480,A7,00143916,CGO,SCL,0000009CGO,AWESOME CARGO,93,2000,1770,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807124,2026-01-29,480,A7,00143905,CGO,SCL,0000009CGO,AWESOME CARGO,90,2000,1741,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807065,2026-01-29,480,A7,00143894,CGO,SCL,0000009CGO,AWESOME CARGO,99,2000,1786,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19807042,2026-01-29,480,A7,00143883,CGO,SCL,0000009CGO,AWESOME CARGO,93,2000,1722,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
